production_companies_list,faturamento_total,faturamento_media,faturamento_menor,faturamento_maior,count,budget_total,budget_media,budget_menor,budget_maior
AE Electra Productions,19643086,19643086.0,19643086,19643086,1,40000000,40000000.0,40000000,40000000
Ministry of Tourism,19629760,19629760.0,19629760,19629760,1,15000000,15000000.0,15000000,15000000
Film Promotion Office,19629760,19629760.0,19629760,19629760,1,15000000,15000000.0,15000000,15000000
Province of BC,19629760,19629760.0,19629760,19629760,1,15000000,15000000.0,15000000,15000000
Niccol Films,19576023,19576023.0,19576023,19576023,1,10000000,10000000.0,10000000,10000000
Reprisal Films,19560274,19560274.0,19560274,19560274,1,6000000,6000000.0,6000000,6000000
Fantefilm,19532870,6510956.666666667,2836382,12975143,3,20704067,6901355.666666667,5904067,8300000
Fifth Avenue Entertainment,19515947,9757973.5,6980986,12534961,2,5900000,2950000.0,900000,5000000
Untitled Entertainment,19504039,19504039.0,19504039,19504039,1,3500000,3500000.0,3500000,3500000
Venture Forth,19481442,6493814.0,3020664,11176469,3,19000000,6333333.333333333,1000000,15000000
Terror Films,19472057,19472057.0,19472057,19472057,1,3000000,3000000.0,3000000,3000000
Vodorod 2011,19454845,19454845.0,19454845,19454845,1,5027266,5027266.0,5027266,5027266
Liberty Films,19404228,9702114.0,9644124,9760104,2,8180000,4090000.0,3180000,5000000
K5 International,19369941,4842485.25,1197741,10522511,4,52920000,13230000.0,700000,27220000
Next Wednesday Productions,19334199,9667099.5,8679814,10654385,2,11331173,5665586.5,500000,10831173
Metal Productions Inc.,19334145,19334145.0,19334145,19334145,1,57000000,57000000.0,57000000,57000000
Maysville Pictures,19334145,19334145.0,19334145,19334145,1,57000000,57000000.0,57000000,57000000
Les Films du Carrosse,19306000,4826500.0,850000,9600000,4,3397000,849250.0,350000,1600000
Jersey Shore,19286843,9643421.5,794481,18492362,2,14700000,7350000.0,1200000,13500000
Business Location Sudtirol Alto Adige,19255873,19255873.0,19255873,19255873,1,13500000,13500000.0,13500000,13500000
UniCredit Group,19255873,19255873.0,19255873,19255873,1,13500000,13500000.0,13500000,13500000
PACO Cinematografica,19255873,19255873.0,19255873,19255873,1,13500000,13500000.0,13500000,13500000
Modern Media Filmproduktion,19233280,19233280.0,19233280,19233280,1,25000000,25000000.0,25000000,25000000
MAGNUM9,19200000,19200000.0,19200000,19200000,1,18052672,18052672.0,18052672,18052672
CJeS Studios,19200000,19200000.0,19200000,19200000,1,18052672,18052672.0,18052672,18052672
Cine Joo,19200000,19200000.0,19200000,19200000,1,18052672,18052672.0,18052672,18052672
Eyeworks,19170557,6390185.666666667,1366879,9016922,3,10700000,3566666.6666666665,1500000,7000000
Friday Four Films Inc.,19170001,19170001.0,19170001,19170001,1,2800000,2800000.0,2800000,2800000
Dark Trick Films,19152480,19152480.0,19152480,19152480,1,1987650,1987650.0,1987650,1987650
Versus Entertainment,19152480,19152480.0,19152480,19152480,1,1987650,1987650.0,1987650,1987650
Tobis Film,19145732,19145732.0,19145732,19145732,1,15000000,15000000.0,15000000,15000000
EM Media,19081356,4770339.0,484592,8176544,4,7730000,1932500.0,120000,5000000
Dragonfly Entertainment,19066643,6355547.666666667,58510,12666449,3,9500000,3166666.6666666665,2000000,5000000
Brilliant Casting,19030780,19030780.0,19030780,19030780,1,3000000,3000000.0,3000000,3000000
Panique!,19030780,19030780.0,19030780,19030780,1,3000000,3000000.0,3000000,3000000
The Match Factory,19011032,6337010.666666667,89487,17240000,3,8180000,2726666.6666666665,980000,3800000
Sobras International Pictures,19008133,9504066.5,6341684,12666449,2,7500000,3750000.0,2500000,5000000
Dies Irae,19002036,19002036.0,19002036,19002036,1,17516235,17516235.0,17516235,17516235
Sacem,19002036,19002036.0,19002036,19002036,1,17516235,17516235.0,17516235,17516235
Calt Production,19002036,19002036.0,19002036,19002036,1,17516235,17516235.0,17516235,17516235
Regular Production,19002036,19002036.0,19002036,19002036,1,17516235,17516235.0,17516235,17516235
Medienfonds GFP,19000000,19000000.0,19000000,19000000,1,7500000,7500000.0,7500000,7500000
B.A. Produktion,19000000,19000000.0,19000000,19000000,1,7500000,7500000.0,7500000,7500000
Sponge,18980744,18980744.0,18980744,18980744,1,10000000,10000000.0,10000000,10000000
United Pictures,18980744,18980744.0,18980744,18980744,1,10000000,10000000.0,10000000,10000000
Cinema Gypsy Productions,18948425,18948425.0,18948425,18948425,1,8000000,8000000.0,8000000,8000000
Filmyard Underwaterdeco,18902015,18902015.0,18902015,18902015,1,40000000,40000000.0,40000000,40000000
DoRo Fiction Film,18902015,18902015.0,18902015,18902015,1,40000000,40000000.0,40000000,40000000
Milagro Films,18902015,18902015.0,18902015,18902015,1,40000000,40000000.0,40000000,40000000
Awesomeness Films,18900000,18900000.0,18900000,18900000,1,5000000,5000000.0,5000000,5000000
SUNRISE,18900000,18900000.0,18900000,18900000,1,26000000,26000000.0,26000000,26000000
Steamboy Committee,18900000,18900000.0,18900000,18900000,1,26000000,26000000.0,26000000,26000000
Èliseo Entertainment,18878646,18878646.0,18878646,18878646,1,25300000,25300000.0,25300000,25300000
ToMmY K. PICTURES,18878646,18878646.0,18878646,18878646,1,25300000,25300000.0,25300000,25300000
Mirada Studio,18867659,18867659.0,18867659,18867659,1,17000000,17000000.0,17000000,17000000
Minds Eye Entertainment,18863739,9431869.5,1319566,17544173,2,11000000,5500000.0,5000000,6000000
VMI Worldwide,18863739,9431869.5,1319566,17544173,2,11000000,5500000.0,5000000,6000000
Bridgegate Pictures,18863739,9431869.5,1319566,17544173,2,11000000,5500000.0,5000000,6000000
Needle's Eye Productions,18850674,18850674.0,18850674,18850674,1,13500000,13500000.0,13500000,13500000
Turner Pictures (I),18800000,9400000.0,6100000,12700000,2,55000000,27500000.0,25000000,30000000
Rufglen Films,18800000,18800000.0,18800000,18800000,1,8000000,8000000.0,8000000,8000000
Arwin Productions,18750000,18750000.0,18750000,18750000,1,1600000,1600000.0,1600000,1600000
Nicholas Sparks Productions,18730891,18730891.0,18730891,18730891,1,10000000,10000000.0,10000000,10000000
Kilter Films,18717947,18717947.0,18717947,18717947,1,68000000,68000000.0,68000000,68000000
Mobius International,18665465,9332732.5,7000000,11665465,2,110000000,55000000.0,30000000,80000000
Ryan Murphy Productions,18663238,18663238.0,18663238,18663238,1,9000000,9000000.0,9000000,9000000
20th Century Fox Television,18663238,18663238.0,18663238,18663238,1,9000000,9000000.0,9000000,9000000
Summertime Entertainment,18662027,18662027.0,18662027,18662027,1,70000000,70000000.0,70000000,70000000
Sherwood,18644570,18644570.0,18644570,18644570,1,9000000,9000000.0,9000000,9000000
Unfinished Films,18618284,18618284.0,18618284,18618284,1,30000000,30000000.0,30000000,30000000
DPI,18599102,18599102.0,18599102,18599102,1,20000000,20000000.0,20000000,20000000
New Star Entertainment,18564613,18564613.0,18564613,18564613,1,9000000,9000000.0,9000000,9000000
Viking Film,18564613,18564613.0,18564613,18564613,1,9000000,9000000.0,9000000,9000000
Centropolis Film Productions,18564088,18564088.0,18564088,18564088,1,16000000,16000000.0,16000000,16000000
Árpád Productions,18492362,18492362.0,18492362,18492362,1,1200000,1200000.0,1200000,1200000
Mirage,18428904,18428904.0,18428904,18428904,1,13000000,13000000.0,13000000,13000000
Mars Films,18418630,6139543.333333333,4248574,9757417,3,44435171,14811723.666666666,4645437,32679734
Ultra Films,18381890,18381890.0,18381890,18381890,1,35000000,35000000.0,35000000,35000000
WDR/Arte,18242655,6080885.0,641100,16680836,3,22104734,7368244.666666667,4000000,10000000
MNM Creative,18200000,18200000.0,18200000,18200000,1,3200000,3200000.0,3200000,3200000
The Space Program,18200000,18200000.0,18200000,18200000,1,3200000,3200000.0,3200000,3200000
Blue Star Entertainment,18197398,18197398.0,18197398,18197398,1,6000000,6000000.0,6000000,6000000
Pinehouse Film,18172507,9086253.5,6591038,11581469,2,10180000,5090000.0,2900000,7280000
Corazón International,18164139,18164139.0,18164139,18164139,1,4000000,4000000.0,4000000,4000000
Ingenuity Studios,18160930,18160930.0,18160930,18160930,1,5500000,5500000.0,5500000,5500000
Rakija Films,18144644,18144644.0,18144644,18144644,1,15000000,15000000.0,15000000,15000000
Little Gaddesden Productions,18144030,18144030.0,18144030,18144030,1,5773100,5773100.0,5773100,5773100
Embassy Films Associates,18135531,18135531.0,18135531,18135531,1,4500000,4500000.0,4500000,4500000
Monument Pictures,18135531,18135531.0,18135531,18135531,1,4500000,4500000.0,4500000,4500000
Simon Channing Production,18124262,18124262.0,18124262,18124262,1,8000000,8000000.0,8000000,8000000
Récifilms,18114769,18114769.0,18114769,18114769,1,17700000,17700000.0,17700000,17700000
La Banque Postale Image,18114769,18114769.0,18114769,18114769,1,17700000,17700000.0,17700000,17700000
Lightstream Entertainment,18084699,9042349.5,2182492,15902207,2,83500000,41750000.0,40500000,43000000
Sirena Film,18064192,6021397.333333333,1305195,14758997,3,22000000,7333333.333333333,6000000,8000000
Rifkin-Eberts,18024545,18024545.0,18024545,18024545,1,25000000,25000000.0,25000000,25000000
Prokino Filmproduktion,17997350,17997350.0,17997350,17997350,1,11318430,11318430.0,11318430,11318430
Ledafilms,17997350,17997350.0,17997350,17997350,1,11318430,11318430.0,11318430,11318430
Untitled Films AIE,17997350,17997350.0,17997350,17997350,1,11318430,11318430.0,11318430,11318430
Memento Films International,17997350,17997350.0,17997350,17997350,1,11318430,11318430.0,11318430,11318430
IamOTHER Entertainment,17986781,17986781.0,17986781,17986781,1,7000000,7000000.0,7000000,7000000
Wescom Productions,17985893,17985893.0,17985893,17985893,1,1000000,1000000.0,1000000,1000000
The Tower Pictures,17970000,17970000.0,17970000,17970000,1,11400000,11400000.0,11400000,11400000
Bad Bird Productions,17917287,17917287.0,17917287,17917287,1,13000000,13000000.0,13000000,13000000
Apex Entertainment,17904202,17904202.0,17904202,17904202,1,34000000,34000000.0,34000000,34000000
Shooting Script Films,17900000,17900000.0,17900000,17900000,1,8000000,8000000.0,8000000,8000000
Soficinéma 5,17873691,17873691.0,17873691,17873691,1,13000000,13000000.0,13000000,13000000
Conseil Régional de Provence-Alpes Côte d'Azur,17873691,17873691.0,17873691,17873691,1,13000000,13000000.0,13000000,13000000
Sofica UGC 1,17873691,17873691.0,17873691,17873691,1,13000000,13000000.0,13000000,13000000
UGC YM,17854472,17854472.0,17854472,17854472,1,27000000,27000000.0,27000000,27000000
Travelling Picture Show Company,17834867,17834867.0,17834867,17834867,1,200000,200000.0,200000,200000
Flyboys Films,17834865,17834865.0,17834865,17834865,1,60000000,60000000.0,60000000,60000000
nordmedia,17804565,17804565.0,17804565,17804565,1,3800000,3800000.0,3800000,3800000
Kulturelle Filmförderung Schleswig-Holstein,17804565,17804565.0,17804565,17804565,1,3800000,3800000.0,3800000,3800000
Die Beauftragte der Bundesregierung für Kultur und Medien,17804565,17804565.0,17804565,17804565,1,3800000,3800000.0,3800000,3800000
Haut et Court,17801431,5933810.333333333,878668,15656193,3,21000000,7000000.0,4000000,12000000
Red Bank Films,17762705,17762705.0,17762705,17762705,1,21000000,21000000.0,21000000,21000000
Front Street Films,17657973,17657973.0,17657973,17657973,1,10000000,10000000.0,10000000,10000000
American Girl Brands,17657973,17657973.0,17657973,17657973,1,10000000,10000000.0,10000000,10000000
TV Asahi,17627845,8813922.5,2725258,14902587,2,12880000,6440000.0,3800000,9080000
Bling Unplugged,17618280,17618280.0,17618280,17618280,1,2900000,2900000.0,2900000,2900000
Lemming Film,17586108,8793054.0,1929915,15656193,2,5800000,2900000.0,1800000,4000000
OG Project,17549645,17549645.0,17549645,17549645,1,900000,900000.0,900000,900000
B2Y EOOD,17535962,17535962.0,17535962,17535962,1,4667008,4667008.0,4667008,4667008
Escobar Films,17535962,17535962.0,17535962,17535962,1,4667008,4667008.0,4667008,4667008
Shelter Prod,17524103,5841367.666666667,2044087,8356097,3,10900000,3633333.3333333335,1000000,5000000
Hoyts Film Partnership,17514980,17514980.0,17514980,17514980,1,15000000,15000000.0,15000000,15000000
Behavioral Problem Productions Ltd.,17514980,17514980.0,17514980,17514980,1,15000000,15000000.0,15000000,15000000
Leomus Pictures,17500000,17500000.0,17500000,17500000,1,20000000,20000000.0,20000000,20000000
Land Films Inc.,17500000,17500000.0,17500000,17500000,1,10000000,10000000.0,10000000,10000000
RPI Group Productions,17500000,17500000.0,17500000,17500000,1,20000000,20000000.0,20000000,20000000
Plastic Fish Productions,17500000,17500000.0,17500000,17500000,1,20000000,20000000.0,20000000,20000000
Trollhättan Film,17472703,8736351.5,791867,16680836,2,21000000,10500000.0,10000000,11000000
Sigma Films,17416395,5805465.0,60641,16680836,3,32200000,10733333.333333334,8000000,14200000
Khalabo Ink Society,17399000,17399000.0,17399000,17399000,1,20000000,20000000.0,20000000,20000000
Outland Productions,17374595,17374595.0,17374595,17374595,1,16000000,16000000.0,16000000,16000000
Nederlandse Programma Stichting (NPS),17355754,8677877.0,674918,16680836,2,24200000,12100000.0,10000000,14200000
Edith Film,17355754,8677877.0,674918,16680836,2,24200000,12100000.0,10000000,14200000
Invicta Capital,17355754,8677877.0,674918,16680836,2,24200000,12100000.0,10000000,14200000
Valley 9000,17343596,17343596.0,17343596,17343596,1,350000,350000.0,350000,350000
Komplizen Film,17335017,5778339.0,242483,14000000,3,28080600,9360200.0,2500000,18000000
Syndicate,17297244,17297244.0,17297244,17297244,1,10000000,10000000.0,10000000,10000000
Scarlet Fire Entertainment,17293385,8646692.5,2500000,14793385,2,45000000,22500000.0,15000000,30000000
Intandem Films,17286299,17286299.0,17286299,17286299,1,27000000,27000000.0,27000000,27000000
Asap Films,17240000,17240000.0,17240000,17240000,1,3400000,3400000.0,3400000,3400000
Rohfilm,17240000,17240000.0,17240000,17240000,1,3400000,3400000.0,3400000,3400000
DAR Motion Pictures,17240000,17240000.0,17240000,17240000,1,3400000,3400000.0,3400000,3400000
Sikhya Entertainment,17240000,17240000.0,17240000,17240000,1,3400000,3400000.0,3400000,3400000
Lucille Ball Productions,17233166,17233166.0,17233166,17233166,1,5600000,5600000.0,5600000,5600000
Kuzui Enterprises,17226758,8613379.0,602302,16624456,2,8000000,4000000.0,1000000,7000000
Kingsmere Productions Ltd.,17218023,17218023.0,17218023,17218023,1,24500000,24500000.0,24500000,24500000
Isabella Films B.V.,17210884,8605442.0,530048,16680836,2,14000000,7000000.0,4000000,10000000
Cinevox Filmproduktion GmbH,17207085,8603542.5,923418,16283667,2,41000000,20500000.0,9000000,32000000
Caviar,17186654,8593327.0,1477002,15709652,2,10700000,5350000.0,2000000,8700000
Union,17186348,17186348.0,17186348,17186348,1,17000000,17000000.0,17000000,17000000
HCC Media Group,17177993,17177993.0,17177993,17177993,1,90000000,90000000.0,90000000,90000000
Nutcracker Holdings,17177993,17177993.0,17177993,17177993,1,90000000,90000000.0,90000000,90000000
Russian Roulette Ltd.,17177993,17177993.0,17177993,17177993,1,90000000,90000000.0,90000000,90000000
Vnesheconombank,17177993,17177993.0,17177993,17177993,1,90000000,90000000.0,90000000,90000000
Columbus Circle Films,17092453,17092453.0,17092453,17092453,1,8000000,8000000.0,8000000,8000000
Brass Hat Films,17090051,8545025.5,115592,16974459,2,34000000,17000000.0,14000000,20000000
Yang Yang Pictures,17062499,17062499.0,17062499,17062499,1,7000000,7000000.0,7000000,7000000
Assemblage Entertainment,17062499,17062499.0,17062499,17062499,1,7000000,7000000.0,7000000,7000000
Splash Entertainment,17062499,17062499.0,17062499,17062499,1,7000000,7000000.0,7000000,7000000
Telegael,17062499,17062499.0,17062499,17062499,1,7000000,7000000.0,7000000,7000000
Film 360,17056265,17056265.0,17056265,17056265,1,35000000,35000000.0,35000000,35000000
Earthship Productions,17040871,17040871.0,17040871,17040871,1,13000000,13000000.0,13000000,13000000
New Century Entertainment Corporation,17039458,8519729.0,3500000,13539458,2,5200000,2600000.0,2500000,2700000
Gloriamundi Producciones,17000172,17000172.0,17000172,17000172,1,19201483,19201483.0,19201483,19201483
Lapis Film,17000172,17000172.0,17000172,17000172,1,19201483,19201483.0,19201483,19201483
Arachnid Productions Ltd.,17000000,17000000.0,17000000,17000000,1,500000,500000.0,500000,500000
Edgewood Productions,17000000,17000000.0,17000000,17000000,1,9000000,9000000.0,9000000,9000000
Nimbus Film,16982340,8491170.0,30638,16951702,2,23641880,11820940.0,5641880,18000000
Sho Films,16980525,8490262.5,3813293,13167232,2,6500000,3250000.0,2000000,4500000
Funny or Die,16963224,8481612.0,6263224,10700000,2,4600000,2300000.0,1600000,3000000
Splendid Productions,16951702,16951702.0,16951702,16951702,1,18000000,18000000.0,18000000,18000000
Bisgrove Entertainment,16942795,16942795.0,16942795,16942795,1,16500000,16500000.0,16500000,16500000
Ufland,16929123,16929123.0,16929123,16929123,1,13000000,13000000.0,13000000,13000000
The American Film Company,16890981,8445490.5,1412181,15478800,2,35000000,17500000.0,10000000,25000000
